,gt_vols,best_dice_ss2,best_avd_ss2,best_dice_dsorted_ss2,GED^2_ss2,sUEO_ss2,best_dice_ss3,best_avd_ss3,best_dice_dsorted_ss3,GED^2_ss3,sUEO_ss3,best_dice_ss5,best_avd_ss5,best_dice_dsorted_ss5,GED^2_ss5,sUEO_ss5,best_dice_ss7,best_avd_ss7,best_dice_dsorted_ss7,GED^2_ss7,sUEO_ss7,best_dice_ss10,best_avd_ss10,best_dice_dsorted_ss10,GED^2_ss10,sUEO_ss10,model_name
0,21341.0,0.865005,0.5950986,0.869843602180481,0.33790272,0.46124467,0.8667686,0.9793355,0.8751856684684753,0.33335474,0.4607865,0.8656972,0.7075582,0.8784417510032654,0.3363343,0.46168226,0.86717016,1.4151164,0.880201518535614,0.33491766,0.4616636,0.8680849,0.22491917,0.881459653377533,0.33606905,0.4620859,ens0_cv3
1,2944.0,0.6947939,11.107337,0.7075771689414978,0.5576389,0.424163,0.69797635,8.118206,0.7144461274147034,0.5649907,0.4336932,0.7036126,10.835598,0.7331433892250061,0.55479354,0.40876594,0.70690966,5.2649455,0.7446488738059998,0.56003076,0.4154037,0.7130977,3.9402175,0.7606304883956909,0.5554846,0.40619332,ens0_cv3
2,2388.0,0.7328947,9.045226,0.7375696897506714,0.5721367,0.45401087,0.726763,5.8207707,0.7403290271759033,0.58314735,0.46201855,0.72802615,1.926298,0.7492769956588745,0.5787854,0.4512247,0.7354783,0.46063653,0.756243109703064,0.58029824,0.4459135,0.73161846,0.29313233,0.7592592835426331,0.58634937,0.44705018,ens0_cv3
3,2204.0,0.5331197,30.127043,0.5564516186714172,0.8240981,0.46787426,0.539942,27.90381,0.5661744475364685,0.8522656,0.462601,0.5460662,24.682396,0.5798155069351196,0.88041353,0.46911466,0.5608919,22.595282,0.6016079783439636,0.88059336,0.47683513,0.55928534,19.419237,0.6142259240150452,0.877273,0.47776115,ens0_cv3
4,25277.0,0.8629045,1.4637814,0.8669427633285522,0.34729564,0.46554187,0.8645083,0.5894687,0.8716363906860352,0.34829405,0.4649602,0.8649528,1.8989595,0.8742324113845825,0.34627396,0.46376407,0.86615276,1.9068718,0.8754916787147522,0.35074532,0.46421477,0.86680126,0.11077264,0.8773704171180725,0.3478726,0.4600122,ens0_cv3
5,7761.0,0.7363141,20.177813,0.7417382597923279,0.6169297,0.47488996,0.736632,19.275866,0.7440875768661499,0.6303755,0.4784629,0.7424494,13.993043,0.7548788189888,0.62125814,0.48023516,0.74209946,12.44685,0.7600170969963074,0.62111235,0.480321,0.74122715,11.635098,0.7628278136253357,0.6242466,0.48107237,ens0_cv3
6,11348.0,0.7267593,0.2731759,0.73399418592453,0.62132615,0.5174567,0.7215343,3.5424743,0.7466011047363281,0.60181886,0.51857007,0.71611774,0.80190337,0.7500342726707458,0.6172201,0.5277109,0.7163646,2.5907648,0.751031756401062,0.6287193,0.5265802,0.722451,0.9605217,0.757637083530426,0.6284765,0.5243969,ens0_cv3
7,1419.0,0.5827759,31.430584,0.597640872001648,0.84662545,0.430566,0.5787304,29.03453,0.604038655757904,0.83761615,0.43287042,0.5903328,22.128258,0.6267635822296143,0.8320029,0.44098103,0.5901765,16.349543,0.6397306323051453,0.81889194,0.44507334,0.5914894,11.768851,0.648218035697937,0.8250652,0.4447533,ens0_cv3
8,1440.0,0.4152249,59.51389,0.4206269085407257,0.9962137,0.42995134,0.4194499,58.611115,0.43473896384239197,1.0167203,0.43980068,0.45737484,46.041668,0.4692526161670685,0.9885005,0.43841276,0.45303372,45.48611,0.47448015213012695,0.99780744,0.43780166,0.48719063,40.069443,0.5144694447517395,0.984887,0.4463176,ens0_cv3
9,4750.0,0.61301833,28.905264,0.6223511695861816,0.79569197,0.42101482,0.6109144,27.557894,0.628442645072937,0.8188667,0.42902705,0.6330645,22.484211,0.646094024181366,0.81123066,0.4258207,0.6329114,22.042105,0.651128888130188,0.81296617,0.4196732,0.6345238,17.747368,0.6540170311927795,0.80056405,0.4212491,ens0_cv3
10,2964.0,0.64761585,0.47233468,0.6553910970687866,0.74511755,0.4904918,0.6474599,2.0917678,0.657063364982605,0.7734623,0.48669916,0.65315807,1.0458839,0.6695278882980347,0.7557719,0.48716757,0.6557558,0.033738192,0.6843438744544983,0.757317,0.49036178,0.65696025,0.5398111,0.6952657699584961,0.7346813,0.49165967,ens0_cv3
11,8286.0,0.74783945,3.8860726,0.7590427398681641,0.532829,0.48251203,0.7512076,2.6188753,0.7603864669799805,0.5379608,0.47908443,0.7500871,2.2206132,0.7667563557624817,0.5481911,0.4752696,0.75586504,1.1103066,0.7691020965576172,0.55435544,0.47479737,0.756743,0.16895969,0.774193525314331,0.5526927,0.47410563,ens0_cv3
12,13853.0,0.71482027,22.50776,0.7165248394012451,0.66226214,0.50154835,0.7148196,22.305637,0.7193090915679932,0.68557346,0.5038769,0.71764755,21.778675,0.7230058312416077,0.7009627,0.5080024,0.7207359,20.298853,0.7298792004585266,0.7002873,0.51146954,0.7276499,19.050026,0.7356519103050232,0.6940001,0.5144613,ens0_cv3
13,6927.0,0.7285303,0.37534285,0.7315587401390076,0.6411242,0.46241498,0.7241744,4.691786,0.7323862314224243,0.6691524,0.46621168,0.724133,2.2087483,0.739505410194397,0.663873,0.4595105,0.72085804,1.2848275,0.7401005625724792,0.6725158,0.45994282,0.7255595,0.73624945,0.7412478923797607,0.6659478,0.45890266,ens0_cv3
14,11737.0,0.7713304,11.468007,0.7760540246963501,0.52952135,0.49749005,0.77922195,9.24427,0.787834107875824,0.4994888,0.49080288,0.7832298,7.9577403,0.7973976731300354,0.5103251,0.49146312,0.79116833,5.5124817,0.805719256401062,0.5042288,0.49240547,0.78212935,4.072591,0.8121767044067383,0.49403962,0.48971573,ens0_cv3
15,5600.0,0.8098704,1.1785713,0.8137056231498718,0.41190898,0.4186819,0.80933994,1.1607143,0.8161318302154541,0.43367356,0.41199505,0.80524516,4.5,0.8251428604125977,0.4462673,0.4101985,0.80250067,2.8035712,0.8262861371040344,0.46413186,0.42475533,0.80362916,1.2142857,0.8275435566902161,0.47092918,0.42224452,ens0_cv3
16,748.0,0.6840194,20.855614,0.6934131979942322,0.6701864,0.4382963,0.68731385,10.026738,0.7166564464569092,0.638769,0.44709438,0.6982176,4.2780747,0.724477231502533,0.64318943,0.45133987,0.7127726,3.6096256,0.7312228679656982,0.663814,0.45774657,0.71609885,0.13368984,0.7449748516082764,0.65925264,0.45235974,ens0_cv3
17,39692.0,0.91101533,8.860727,0.9113807082176208,0.23927623,0.4868196,0.9120304,7.8580065,0.9139773845672607,0.23912741,0.4865747,0.91615564,5.676207,0.9190863370895386,0.24134664,0.49118078,0.9161528,5.532601,0.9197367429733276,0.24827522,0.49367264,0.92098653,3.456616,0.9251293540000916,0.23679347,0.49544612,ens0_cv3
18,506.0,0.43277645,5.7312255,0.46764451265335083,1.0400424,0.4682467,0.43277645,5.7312255,0.47336244583129883,1.051098,0.46053442,0.43931624,1.1857708,0.4839285612106323,1.0596361,0.452037,0.4365733,0.39525694,0.5009596943855286,1.0516756,0.4615113,0.4409938,3.557312,0.5150943398475647,1.062032,0.46228126,ens0_cv3
19,848.0,0.57529414,0.4716981,0.5869565010070801,0.7430822,0.41107196,0.57529414,0.4716981,0.5922746658325195,0.75016207,0.41352314,0.58451104,8.60849,0.6275733113288879,0.7471946,0.4093215,0.6027944,7.193396,0.6458995342254639,0.7405943,0.41628817,0.6231691,1.6509434,0.6636481285095215,0.74729913,0.43694228,ens0_cv3
20,7192.0,0.8225734,2.3220246,0.8339952230453491,0.37870294,0.46068013,0.83346814,2.2803116,0.8412616848945618,0.38070175,0.45007125,0.8326573,0.43103448,0.8491197228431702,0.3836191,0.44025046,0.8296988,1.1123471,0.8493150472640991,0.3929986,0.44505647,0.8364917,2.62792,0.8549540638923645,0.3867344,0.43656898,ens0_cv3
21,1171.0,0.6459179,10.674637,0.6602779030799866,0.70479167,0.42818105,0.65362036,9.393681,0.6663493514060974,0.6999437,0.43098357,0.6455759,6.063194,0.6782776713371277,0.7185887,0.43761572,0.6497006,1.7933391,0.6891455054283142,0.71842915,0.44885814,0.66041106,5.9777966,0.6988610625267029,0.7186364,0.44732296,ens0_cv3
22,1509.0,0.79765195,8.084825,0.8116246461868286,0.38642246,0.45332515,0.7986325,6.163022,0.812303364276886,0.4311727,0.44765335,0.7895652,3.9761431,0.8142957091331482,0.4567161,0.46812946,0.7870011,1.1265739,0.8219178318977356,0.46224442,0.4623595,0.78699404,0.26507622,0.8249468207359314,0.46879315,0.4562696,ens0_cv3
23,9019.0,0.74941957,4.2022395,0.7542850375175476,0.59437853,0.4589709,0.75033903,3.7919946,0.7623546123504639,0.58830947,0.45921472,0.7492755,2.1177514,0.7677775025367737,0.58508307,0.46327516,0.7479846,1.0422441,0.7706617712974548,0.591833,0.46365225,0.74338895,1.1198581,0.7724579572677612,0.59632987,0.4649561,ens0_cv3
24,3527.0,0.49676976,6.265949,0.5405490398406982,0.7960349,0.43989667,0.5062323,7.4851146,0.5517457127571106,0.8337987,0.43286598,0.51648355,9.072866,0.5704413652420044,0.8416607,0.44320256,0.5054498,4.905019,0.5774286389350891,0.85847926,0.44169256,0.48967227,5.897363,0.5819515585899353,0.87599856,0.4436366,ens0_cv3
